Drug_Name,Vina_Score_kcal_mol,Output_File
perphenazine,-7.255,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\perphenazine_docked.pdbqt
subathizone,-7.253,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\subathizone_docked.pdbqt
oxymetholone,-7.253,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxymetholone_docked.pdbqt
menthyl_salicylate,-7.253,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\menthyl_salicylate_docked.pdbqt
econazole,-7.252,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\econazole_docked.pdbqt
flupirtine,-7.251,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flupirtine_docked.pdbqt
flumethiazide,-7.249,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flumethiazide_docked.pdbqt
celecoxib,-7.249,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\celecoxib_docked.pdbqt
broxuridine,-7.247,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\broxuridine_docked.pdbqt
oxetorone,-7.244,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxetorone_docked.pdbqt
benzylsulfamide,-7.243,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzylsulfamide_docked.pdbqt
fenoterol,-7.243,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenoterol_docked.pdbqt
balsalazide,-7.241,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\balsalazide_docked.pdbqt
nadolol,-7.241,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nadolol_docked.pdbqt
umeclidinium,-7.241,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\umeclidinium_docked.pdbqt
rotraxate,-7.24,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rotraxate_docked.pdbqt
xibenolol,-7.239,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\xibenolol_docked.pdbqt
tolnaftate,-7.238,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tolnaftate_docked.pdbqt
tofacitinib,-7.237,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tofacitinib_docked.pdbqt
acediasulfone,-7.236,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acediasulfone_docked.pdbqt
levdobutamine,-7.235,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levdobutamine_docked.pdbqt
idoxuridine,-7.235,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\idoxuridine_docked.pdbqt
ibuproxam,-7.234,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ibuproxam_docked.pdbqt
aldosterone,-7.233,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aldosterone_docked.pdbqt
sulconazole,-7.233,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulconazole_docked.pdbqt
phenindione,-7.231,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenindione_docked.pdbqt
cortisone_acetate,-7.231,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cortisone_acetate_docked.pdbqt
sulfachlorpyridazine,-7.227,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfachlorpyridazine_docked.pdbqt
mebrofenin,-7.224,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mebrofenin_docked.pdbqt
cilastatin,-7.223,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cilastatin_docked.pdbqt
allylestrenol,-7.222,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\allylestrenol_docked.pdbqt
sulfaphenazole,-7.221,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfaphenazole_docked.pdbqt
quetiapine,-7.22,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\quetiapine_docked.pdbqt
letrozole,-7.219,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\letrozole_docked.pdbqt
pitofenone,-7.218,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pitofenone_docked.pdbqt
lumiracoxib,-7.217,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lumiracoxib_docked.pdbqt
binimetinib,-7.214,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\binimetinib_docked.pdbqt
guanoxan,-7.213,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guanoxan_docked.pdbqt
succisulfone,-7.213,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\succisulfone_docked.pdbqt
hydroxystilbamidine,-7.213,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydroxystilbamidine_docked.pdbqt
progabide,-7.212,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\progabide_docked.pdbqt
tenofovir_alafenamide,-7.212,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tenofovir_alafenamide_docked.pdbqt
milrinone,-7.211,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\milrinone_docked.pdbqt
clobenztropine,-7.21,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clobenztropine_docked.pdbqt
femoxetine,-7.209,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\femoxetine_docked.pdbqt
piretanide,-7.207,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piretanide_docked.pdbqt
ondansetron,-7.204,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ondansetron_docked.pdbqt
esomeprazole,-7.204,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\esomeprazole_docked.pdbqt
dapiprazole,-7.202,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dapiprazole_docked.pdbqt
caroxazone,-7.2,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\caroxazone_docked.pdbqt
oxymetazoline,-7.197,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxymetazoline_docked.pdbqt
drostanolone_propionate,-7.197,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\drostanolone_propionate_docked.pdbqt
menbutone,-7.196,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\menbutone_docked.pdbqt
regorafenib,-7.196,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\regorafenib_docked.pdbqt
nitrefazole,-7.195,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nitrefazole_docked.pdbqt
metipamide,-7.195,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metipamide_docked.pdbqt
labetalol,-7.195,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\labetalol_docked.pdbqt
fenetylline,-7.194,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenetylline_docked.pdbqt
guanoxabenz,-7.194,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guanoxabenz_docked.pdbqt
amodiaquine,-7.194,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amodiaquine_docked.pdbqt
bromochlorosalicylanilide,-7.194,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bromochlorosalicylanilide_docked.pdbqt
nomegestrol_acetate,-7.193,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nomegestrol_acetate_docked.pdbqt
picodralazine,-7.191,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\picodralazine_docked.pdbqt
afloqualone,-7.189,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\afloqualone_docked.pdbqt
naftifine,-7.189,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\naftifine_docked.pdbqt
N-Acetyltyrosine,-7.187,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\N-Acetyltyrosine_docked.pdbqt
homosalate,-7.187,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\homosalate_docked.pdbqt
pimobendan,-7.187,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pimobendan_docked.pdbqt
sulmarin,-7.187,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulmarin_docked.pdbqt
budralazine,-7.186,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\budralazine_docked.pdbqt
carazolol,-7.185,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carazolol_docked.pdbqt
carbidopa,-7.184,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbidopa_docked.pdbqt
sulfametomidine,-7.182,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfametomidine_docked.pdbqt
rimexolone,-7.181,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rimexolone_docked.pdbqt
diperodon,-7.181,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diperodon_docked.pdbqt
arformoterol,-7.179,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\arformoterol_docked.pdbqt
norethisterone,-7.179,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\norethisterone_docked.pdbqt
etomidoline,-7.177,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etomidoline_docked.pdbqt
ranimustine,-7.177,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ranimustine_docked.pdbqt
moclobemide,-7.176,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\moclobemide_docked.pdbqt
furonazide,-7.176,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\furonazide_docked.pdbqt
deoxycholic_acid,-7.175,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\deoxycholic_acid_docked.pdbqt
aceprometazine,-7.172,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aceprometazine_docked.pdbqt
flumetasone,-7.172,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flumetasone_docked.pdbqt
etersalate,-7.172,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etersalate_docked.pdbqt
flumecinol,-7.171,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flumecinol_docked.pdbqt
oxazepam,-7.169,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxazepam_docked.pdbqt
protriptyline,-7.168,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\protriptyline_docked.pdbqt
pipoxolan,-7.168,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pipoxolan_docked.pdbqt
mepivacaine,-7.166,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mepivacaine_docked.pdbqt
cloprednol,-7.166,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cloprednol_docked.pdbqt
olopatadine,-7.166,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\olopatadine_docked.pdbqt
spaglumic_acid,-7.166,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\spaglumic_acid_docked.pdbqt
perisoxal,-7.165,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\perisoxal_docked.pdbqt
chlormidazole,-7.162,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chlormidazole_docked.pdbqt
sulisobenzone,-7.162,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulisobenzone_docked.pdbqt
guacetisal,-7.162,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guacetisal_docked.pdbqt
hydrochlorothiazide,-7.158,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydrochlorothiazide_docked.pdbqt
tiaramide,-7.157,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiaramide_docked.pdbqt
cyclovalone,-7.153,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyclovalone_docked.pdbqt
quifenadine,-7.152,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\quifenadine_docked.pdbqt
acetaminosalol,-7.152,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetaminosalol_docked.pdbqt
acenocoumarol,-7.15,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acenocoumarol_docked.pdbqt
sulfadoxine,-7.15,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfadoxine_docked.pdbqt
fencibutirol,-7.148,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fencibutirol_docked.pdbqt
scarlet_red,-7.148,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\scarlet_red_docked.pdbqt
sulfametrole,-7.148,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfametrole_docked.pdbqt
nelarabine,-7.147,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nelarabine_docked.pdbqt
guaiacol_benzoate,-7.147,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guaiacol_benzoate_docked.pdbqt
phenadoxone,-7.145,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenadoxone_docked.pdbqt
methallenestril,-7.144,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methallenestril_docked.pdbqt
tolperisone,-7.144,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tolperisone_docked.pdbqt
furosemide,-7.143,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\furosemide_docked.pdbqt
etonogestrel,-7.143,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etonogestrel_docked.pdbqt
propamidine,-7.142,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propamidine_docked.pdbqt
sparfloxacin,-7.141,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sparfloxacin_docked.pdbqt
terguride,-7.141,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\terguride_docked.pdbqt
panipenem,-7.141,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\panipenem_docked.pdbqt
encainide,-7.14,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\encainide_docked.pdbqt
methylprednisolone,-7.14,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylprednisolone_docked.pdbqt
ethacizine,-7.139,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethacizine_docked.pdbqt
cidofovir,-7.139,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cidofovir_docked.pdbqt
eprozinol,-7.139,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eprozinol_docked.pdbqt
milverine,-7.138,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\milverine_docked.pdbqt
bevonium,-7.137,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bevonium_docked.pdbqt
mefuparib,-7.137,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mefuparib_docked.pdbqt
albendazole_sulfoxide,-7.137,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\albendazole_sulfoxide_docked.pdbqt
alfacalcidol,-7.134,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\alfacalcidol_docked.pdbqt
quinfamide,-7.134,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\quinfamide_docked.pdbqt
bropirimine,-7.134,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bropirimine_docked.pdbqt
taurolidine,-7.133,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\taurolidine_docked.pdbqt
balofloxacin,-7.132,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\balofloxacin_docked.pdbqt
nitrofurazone,-7.131,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nitrofurazone_docked.pdbqt
drometrizole,-7.13,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\drometrizole_docked.pdbqt
androisoxazole,-7.129,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\androisoxazole_docked.pdbqt
cefacetrile,-7.128,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cefacetrile_docked.pdbqt
tandospirone,-7.127,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tandospirone_docked.pdbqt
nalmefene,-7.127,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nalmefene_docked.pdbqt
mepacrine,-7.125,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mepacrine_docked.pdbqt
tretinoin,-7.125,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tretinoin_docked.pdbqt
stanozolol,-7.124,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\stanozolol_docked.pdbqt
trihexyphenidyl,-7.12,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trihexyphenidyl_docked.pdbqt
bithionol,-7.12,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bithionol_docked.pdbqt
tripamide,-7.12,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tripamide_docked.pdbqt
pecazine,-7.118,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pecazine_docked.pdbqt
piridocaine,-7.118,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piridocaine_docked.pdbqt
flumedroxone,-7.117,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flumedroxone_docked.pdbqt
prochlorperazine,-7.117,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prochlorperazine_docked.pdbqt
trospium,-7.117,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trospium_docked.pdbqt
cyclopenthiazide,-7.115,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyclopenthiazide_docked.pdbqt
cetirizine,-7.115,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetirizine_docked.pdbqt
oseltamivir,-7.114,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oseltamivir_docked.pdbqt
enfenamic_acid,-7.113,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\enfenamic_acid_docked.pdbqt
ibacitabine,-7.113,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ibacitabine_docked.pdbqt
methyldopate,-7.112,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methyldopate_docked.pdbqt
pindolol,-7.111,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pindolol_docked.pdbqt
valaciclovir,-7.111,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valaciclovir_docked.pdbqt
intoplicine,-7.111,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\intoplicine_docked.pdbqt
benmoxin,-7.11,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benmoxin_docked.pdbqt
Flutemetamol__18F_,-7.11,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\Flutemetamol__18F__docked.pdbqt
fominoben,-7.109,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fominoben_docked.pdbqt
itopride,-7.109,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\itopride_docked.pdbqt
tolindate,-7.105,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tolindate_docked.pdbqt
metergoline,-7.104,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metergoline_docked.pdbqt
sulfadiasulfone,-7.103,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfadiasulfone_docked.pdbqt
metahexamide,-7.103,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metahexamide_docked.pdbqt
vinpocetine,-7.103,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\vinpocetine_docked.pdbqt
simetride,-7.101,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\simetride_docked.pdbqt
omeprazole,-7.099,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\omeprazole_docked.pdbqt
cycloguanil,-7.098,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cycloguanil_docked.pdbqt
furaltadone,-7.098,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\furaltadone_docked.pdbqt
adenosine_phosphate,-7.097,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\adenosine_phosphate_docked.pdbqt
propiomazine,-7.095,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propiomazine_docked.pdbqt
nefiracetam,-7.094,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nefiracetam_docked.pdbqt
ftivazide,-7.094,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ftivazide_docked.pdbqt
alpidem,-7.093,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\alpidem_docked.pdbqt
piperidolate,-7.093,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piperidolate_docked.pdbqt
tazarotene,-7.093,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tazarotene_docked.pdbqt
clemastine,-7.092,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clemastine_docked.pdbqt
etoricoxib,-7.089,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etoricoxib_docked.pdbqt
desogestrel,-7.087,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\desogestrel_docked.pdbqt
sulfamerazine,-7.087,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfamerazine_docked.pdbqt
imipenem,-7.087,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\imipenem_docked.pdbqt
semustine,-7.085,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\semustine_docked.pdbqt
fosdenopterin,-7.084,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fosdenopterin_docked.pdbqt
enoximone,-7.083,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\enoximone_docked.pdbqt
almotriptan,-7.082,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\almotriptan_docked.pdbqt
imrecoxib,-7.08,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\imrecoxib_docked.pdbqt
menadoxime,-7.079,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\menadoxime_docked.pdbqt
bifluranol,-7.078,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bifluranol_docked.pdbqt
oxitriptan,-7.078,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxitriptan_docked.pdbqt
bromebric_acid,-7.078,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bromebric_acid_docked.pdbqt
gestodene,-7.077,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\gestodene_docked.pdbqt
chromocarb,-7.077,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chromocarb_docked.pdbqt
almecillin,-7.076,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\almecillin_docked.pdbqt
cetraxate,-7.075,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetraxate_docked.pdbqt
phenallymal,-7.075,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenallymal_docked.pdbqt
minodronic_acid,-7.074,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\minodronic_acid_docked.pdbqt
timiperone,-7.073,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\timiperone_docked.pdbqt
halocarban,-7.072,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\halocarban_docked.pdbqt
ethaverine,-7.071,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethaverine_docked.pdbqt
bamifylline,-7.07,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bamifylline_docked.pdbqt
ergocalciferol,-7.07,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ergocalciferol_docked.pdbqt
prasterone,-7.069,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prasterone_docked.pdbqt
sulfalene,-7.068,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfalene_docked.pdbqt
sumatriptan,-7.068,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sumatriptan_docked.pdbqt
carteolol,-7.068,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carteolol_docked.pdbqt
thebacon,-7.067,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thebacon_docked.pdbqt
